timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1686030488349,7,JSR223 Sampler - Decrypt & Verify Payload,200,OK,Thread Group 1-4,text,true,,5023,0,4,4,null,0,0,0
1686030488356,7,HTTP Request - Transaction Plain,200,OK,Thread Group 1-4,text,true,,5336,5346,4,4,http://localhost:8080/wiremock/api/github/users/octocat,7,0,0
1686030488364,8,JSR223 Sampler - Sign & Encrypt Payload,200,OK,Thread Group 1-4,text,true,,0,0,4,4,null,0,0,0
1686030488311,74,HTTP Request - Transaction Encrypted,200,OK,Thread Group 1-2,text,true,,10588,10579,4,4,http://localhost:8080/wiremock/api/github/users/octocat,73,0,0
1686030488385,8,JSR223 Sampler - Decrypt & Verify Payload,200,OK,Thread Group 1-2,text,true,,5023,0,4,4,null,0,0,0
1686030488319,90,HTTP Request - Transaction Encrypted,200,OK,Thread Group 1-3,text,true,,10587,10579,4,4,http://localhost:8080/wiremock/api/github/users/octocat,90,0,0
1686030488322,96,HTTP Request - Transaction Encrypted,200,OK,Thread Group 1-1,text,true,,10587,10579,4,4,http://localhost:8080/wiremock/api/github/users/octocat,96,0,0
1686030488409,9,JSR223 Sampler - Decrypt & Verify Payload,200,OK,Thread Group 1-3,text,true,,5023,0,4,4,null,0,0,0
1686030488393,27,HTTP Request - Transaction Plain,200,OK,Thread Group 1-2,text,true,,5336,5346,4,4,http://localhost:8080/wiremock/api/github/users/octocat,27,0,0
1686030488418,8,HTTP Request - Transaction Plain,200,OK,Thread Group 1-3,text,true,,5336,5346,4,4,http://localhost:8080/wiremock/api/github/users/octocat,6,0,0
1686030488418,18,JSR223 Sampler - Decrypt & Verify Payload,200,OK,Thread Group 1-1,text,true,,5023,0,4,4,null,0,0,0
1686030488372,65,HTTP Request - Transaction Encrypted,200,OK,Thread Group 1-4,text,true,,10587,10579,4,4,http://localhost:8080/wiremock/api/github/users/octocat,65,0,0
